id,context,question,answer,category,span_start,span_end,classification
2134Bi8K76FZoKK6ZdoHexNd1407,"Anggota-anggota paling berpengaruh dari Taliban, termasuk Mullah Mohammed Omar, pemimpin gerakan ini, adalah mullah desa (pelajar yunior agama Islam), yang sebagian besar belajar di madrasah di Pakistan. Gerakan ini terutama berasal dari Pashtun di Afganistan, serta Provinsi Khyber Pakhtunkhwa di Pakistan, dan juga mencakup banyak sukarelawan dari Arab, Eurasia, serta Asia Selatan.",Siapakah anggota paling berpengaruh Taliban ?,Mullah Mohammed Omar,SPAN,58,78,B
2098lWBBQeFRw7WuODbVUvic1512,"Beberapa artefak arkeologi dari Borobudur, atau replikanya, dipamerkan di beberapa museum di Indonesia dan mancanegara. Selain Museum Karmawibhangga dalam kompleks Borobudur, beberapa museum menyimpan relik dari Borobudur, antara lain Museum Nasional Indonesia, Tropenmuseum di Amsterdam, British Museum di London, dan Museum Nasional Bangkok. Sementara Museum Louvre di Paris, Museum Negara Malaysia di Kuala Lumpur, dan Museum Agama Dunia di Taipei juga menampilkan replika Borobudur. Monumen ini telah menarik perhatian dunia kepada peradaban klasik Buddha Jawa Kuno.",Apakah nama museum di Amsterdam yang menyimpan relik candi Borobudur ?,Tropenmuseum,SPAN,262,274,B
899il7HMq79D4iA4PWEiSgJ2628,"Dalam pertandingan profesional, terdapat 4 petugas yang memimpin jalannya pertandingan, yaitu wasit, 2 hakim garis, dan seorang petugas di pinggir tengah lapangan serta wasit gawang yang berada di pinggir gawang. Wasit memiliki peluit yang menandakan apakah saat berhenti atau memulai memainkan bola. Dia juga bertugas memberikan hukuman dan peringatan atas pelanggaran yang terjadi di lapangan. Masing-masing penjaga garis bertanggung jawab mengawasi setengah bagian dari lapangan. Mereka membawa bendera dengan warna terang untuk menandakan adanya pelanggaran, bola keluar, ataupun offside . Biasanya mereka akan bergerak mengikuti posisi pemain belakang terakhir.",Siapakah yang memberikan tanda bila terjadi offside ?,penjaga garis,SPAN,410,423,B
9853WfA7vCWlhKLuNowxZf-444,"Jalan Proklamasi, yang dulunya bernama Jalan Pegangsaan Timur, merupakan letak bekas kediaman Soekarno yang berada di Jakarta Pusat. Rumah tersebut diberikan oleh Syech Faradj bin Martak. Rumah tersebut menjadi saksi bisu Proklamasi kemerdekaan Indonesia pada 17 Agustus 1945 yang dikumandangkan di sana. Kediaman Bung Karno yang dijadikan tempat pembacaan naskah proklamasi kemerdekaan pun sudah tidak ada lagi dan digantikan dengan kehadiran Tugu Proklamasi dengan patung Soekarno-Hatta yang menggambarkan suasana pembacaan teks Proklamasi pada tahun 1945 dahulu.",Apa pengganti dari rumah bung karno yang sudah tidak ada lagi?,Tugu Proklamasi dengan patung Soekarno-Hatta,SPAN,444,488,C
1940j-y1Q_I1wO0_w4xuf2jC2322,"Tujuan utama dari Gerakan Non-Blok adalah mengupayakan hak untuk menentukan nasib sendiri, kemerdekaan nasional, kedaulatan, dan integritas negara anggota. Selain itu Gerakan Non-Blok juga menentang apartheid, dan tidak memihak pakta militer manapun. Gerakan ini juga menolak segala macam bentuk imperialisme dan kolonialisme serta mendukung pelucutan senjata dan tidak mencampuri urusan negara lain. Dibidang ekonomi, gerakan ini berkomitmen dalam pembangunan ekonomi-sosial, restrukturisasi perekonomian internasional, serta kerjasama atas dasar persamaan hak.",Apa tujuan utama dari Gerakan Non-Blok?,"mengupayakan hak untuk menentukan nasib sendiri, kemerdekaan nasional, kedaulatan, dan integritas negara anggota",SPAN,42,154,B
2577bEPb_E8k_8MS_cadZ9ua2441,"Diponegoro kemudian meninggal pada 8 Januari 1855, pukul 06.30 pagi. Tujuh hari kemudian, anak dan istrinya memutuskan untuk tetap tinggal di Makassar. Menurut Peter Carey, sejarawan yang menulis tentang Diponegoro, Gubernur Jenderal AJ Duymar van Twist mengeluarkan perintah rahasia bahwa keluarga Diponegoro tetap diperlakukan sebagai orang dalam pengasingan dan hanya diperbolehkan berada di Makassar, tetapi mereka mendapatkan tunjangan 6000 gulden yang dibayarkan melalui keraton Yogyakarta.",Pada jam berapa Diponegoro meninggal?,06.30 pagi,SPAN,57,67,B
29828E9PeGsXkCgpy9f0lHoG3903,"Jerman segera turun tangan untuk membantu Italia. Hitler mengirimkan pasukan Jerman ke Libya pada bulan Februari, dan pada akhir Maret mereka melancarkan serangan terhadap pasukan Persemakmuran yang semakin sedikit. Dalam kurun sebulan, pasukan Persemakmuran dipukul mundur ke Mesir dengan pengecualian pelabuhan Tobruk yang dikepung. Persemakmuran berupaya mengusir pasukan Poros pada bulan Mei dan lagi pada bulan Juni, tetapi keduanya gagal. Pada awal April, setelah penandatanganan Pakta Tiga Pihak oleh Bulgaria, Jerman turun tangan di Balkan dengan menyerbu Yunani dan Yugoslavia setelah terjadi kudeta; di sini mereka membuat kemajuan besar, sehingga memaksa Sekutu pindah setelah Jerman menguasai pulau Kreta, Yunani pada akhir Mei.",Apa tujuan pasukan Jerman dikirim ke Libya?,melancarkan serangan terhadap pasukan Persemakmuran,SPAN,142,193,B
3022nFZbMu1Zsnj63qPWfgCv3813,"Demi mempertahankan perdamaian, Sekutu mendirikan Perserikatan Bangsa-Bangsa yang resmi berdiri tanggal 24 Oktober 1945, dan mengadopsi Deklarasi Universal Hak-Hak Asasi Manusia tahun 1948 sebagai standar umum bagi semua negara anggotanya. Kekuatan-kekuatan besar yang menjadi pemenang perang—Amerika Serikat, Uni Soviet, Tiongkok, Britania Raya, dan Prancis—menjadi anggota tetap Dewan Keamanan PBB. Kelima anggota tetap ini masih ada sampai sekarang, meski terjadi perubahan dua kursi, antara Republik Tiongkok dan Republik Rakyat Tiongkok tahun 1971, dan antara Uni Soviet dan negara penggantinya, Federasi Rusia, setelah pembubaran Uni Soviet. Aliansi antara Sekutu Barat dan Uni Soviet mulai memburuk, bahkan sejak sebelum perang berakhir.",Kapan Perserikatan Bangsa-Bangsa resmi berdiri?,24 Oktober 1945,SPAN,104,119,A
609MyQ372LLBdo0DkE0M__Y85,"Di ajang kompetisi multi cabang, prestasi atlet-atlet Indonesia tidak terlalu mengesankan. Di Olimpiade, prestasi terbaik Indonesia diraih pada saat Olimpiade 1992, di mana Indonesia menduduki peringkat 24 dengan meraih 2 emas 2 perak dan 1 perunggu, kelima medali tersebut diraih melalui cabang bulu tangkis. Pada era 1960 hingga 2000, Indonesia merajai bulu tangkis. Atlet-atlet putra Indonesia seperti Rudi Hartono, Liem Swie King, Icuk Sugiarto, Alan Budikusuma, Ricky Subagja, dan Rexy Mainaky merajai kejuaraan-kejuaraan dunia. Rudi Hartono yang dianggap sebagai maestro bulu tangkis dunia, menjadi juara All England terbanyak sepanjang sejarah perbulu tangkisan Indonesia. Ia meraih 8 gelar juara, dengan 7 gelar diraihnya secara berturut-turut. Selain bulu tangkis, atlet-atlet tinju Indonesia juga mampu meraih gelar juara dunia, seperti Elyas Pical, Nico Thomas, dan Chris John. dalam ajang sepak bola internasional, Timnas Indonesia (Hindia Belanda) merupakan tim Asia pertama yang berpartisipasi di Piala Dunia pada tahun 1938 di Prancis.",Siapakah atlet Indonesia yang dikenal sebagai sosok maestro bulu tangkis dunia?,Rudi Hartono,SPAN,534,546,B
1012LN56E8ShPhOCoocbJrrp377,"Menurut Freedom House, pada tahun 2007 terdapat 123 negara demokrasi elektoral (naik dari 40 pada tahun 1972). Menurut World Forum on Democracy, jumlah negara demokrasi elektoral mencapai 120 dari 192 negara di dunia dan mencakup 58,2 persen penduduk dunia. Pada saat yang sama, negara-negara demokrasi liberal (yang dianggap Freedom House sebagai negara yang bebas dan menghormati hukum dan HAM) berjumlah 85 dan mencakup 38 persen penduduk dunia.",Apa definisi demokrasi liberal menurut Freedom House?,negara yang bebas dan menghormati hukum dan HAM,SPAN,348,395,B
2656m6atvpn0tFeC20KuCqnA1091,"Ledakan ekonomi yang cepat memicu macam-macam masalah pemasokan. Sedikitnya tenaga kerja segera dipenuhi dengan mengalirnya jutaan pekerja imigran, banyak di antaranya ilegal. PLC yang kaya akan modal tunai dan konsorsium bank-bank segera menguntungkan pertambahan dan mencepatnya pemulaian pembangunan projek-projek infrastruktur besar. Ini berakhir ketika krisis finansial Asia 1997 melanda pada musim gugur 1997, menghantarkan kejutan besar bagi ekonomi Malaysia.",Apa akibat dari pertumbuhan ekonomi yang cepat?,memicu macam-macam masalah pemasokan,SPAN,27,63,C
1837DjnvLKs92-s8s-2bK5zI3340,"Industri makanan cepat saji Amerika adalah yang terbesar di dunia, memelopori sistem pesan-antar pada 1930-an. Tingginya konsumsi makanan cepat saji telah memicu masalah kesehatan. Selama periode 1980-an dan 1990-an, asupan kalori warga Amerika meningkat 24%; kebiasaan warga Amerika yang sering kali makan di gerai makanan siap saji dikaitkan oleh para pakar kesehatan dengan apa yang mereka sebut dengan wabah obesitas Amerika . Minuman ringan juga sangat populer di AS; minuman bergula menyumbangkan 9% bagi asupan kalori warga Amerika.",Berapa persentase kontribusi minuman bergula pada kalori warga AS?,9%,SPAN,503,505,B
994Sida6rlY6gttMLbmo18H294,"Presiden dan Wakil Presiden Indonesia sebagai suatu Lembaga Kepresidenan Indonesia dirsusun melalui rancangan UUD 1945 yang dibahas oleh Badan Penyelidik Usaha-usaha Persiapan Kemerdekaan Indonesia (BPUPKI) dalam beberapa sidangnya. Pada tanggal 18 Agustus 1945, Panitia Persiapan Kemerdekaan Indonesia (PPKI) yang merupakan badan penerus dari BPUPKI menetapkan pemberlakuan UUD 1945, yang dengan demikian mengesahkan lembaga kepresidenan di Indonesia, dan memilih Soekarno sebagai presiden pertama Indonesia.",Apa kepanjangan dari BPUPKI?,Badan Penyelidik Usaha-usaha Persiapan Kemerdekaan Indonesia,SPAN,137,197,B
2972anHdG1TwBtQaRXhi-WEK3930,"Sekitar 100.000 personel militer Polandia diungsikan ke Rumania dan negara-negara Baltik; sebagian besar tentara tersebut kemudian berperang melawan Jerman di teater perang yang lain. Pemecah kode Enigma Polandia juga diungsikan ke Prancis. Pada saat itu pula, Jepang melancarkan serangan pertamanya ke Changsha, sebuah kota Tiongkok yang strategis, tetapi digagalkan pada akhir September.",Apa nama kota di Tiongkok yang diserang oleh Jepang pertama kali?,Changsha,SPAN,303,311,C
2543YTHVxq-ZfUQzgqYoJgvE2501,"Setelah menyerah dalam Perang Diponegoro, Sentot sempat dikirim ke Salatiga, Batavia, hingga akhirnya Hindia Belanda mengirimnya ke Sumatra Barat untuk membasmi pemberontakan ulama dalam Perang Padri, namun ini hanya strategi Sentot agar berhasil mendapatkan persenjataan untuk membantu perjuangan Tuanku Imam Bonjol. Sentot akhirnya ditahan Hindia Belanda dan dikirim kembali ke Batavia pada Maret 1833 dan ke Bengkulu pada Agustus 1833 sebelum akhirnya wafat dalam usia 47 tahun dalam pengasingan di Bengkulu pada 17 April 1855.","Setelah kalah Perang Diponegoro, kemana Hindia Belanda mengirim Sentot?","Salatiga, Batavia",SPAN,67,84,C
2417mVau_Gooa9D5PxRnhLKg3623,"Negara Federasi Malaysia yang baru terbentuk pada tanggal 16 September 1963 adalah salah satu faktor penting dalam insiden ini. Konfrontasi Indonesia-Malaysia merupakan salah satu penyebab kedekatan Presiden Soekarno dengan PKI, menjelaskan motivasi para tentara yang menggabungkan diri dalam gerakan G30S/Gestok (Gerakan Satu Oktober), dan juga pada akhirnya menyebabkan PKI melakukan penculikan petinggi Angkatan Darat.",Kapan Negara Federasi Malaysia terbentuk?,16 September 1963,SPAN,58,75,A
2135XIpxKCXL8wqzaiLxmU9S1404,"Pemerintahan Taliban digulingkan oleh Amerika Serikat karena dituduh melindungi pemimpin Al Qaeda Osama Bin Laden yang juga dituduh Washington mendalangi serangan terhadap menara kembar WTC, New York pada tanggal 11 September 2001 bekerja sama dengan kubu Aliansi Utara. Invasi ini dimulai pada bulan Oktober sampai dengan bulan November 2001 dengan secara mengejutkan sehingga pihak Taliban langsung keluar dari ibu kota Afganistan, Kabul sehingga pihak Amerika relatif cepat dan mudah menguasainya. Sejak 2001, pasukan Amerika dan negara sekutu yang lain seperti Britania Raya dan Jerman mulai menduduki Afganistan untuk menumpas Taliban dan membantu menjaga keamanan negara.",Mengapa Taliban digulingkan oleh Amerika Serikat ?,dituduh melindungi pemimpin Al Qaeda Osama Bin Laden,SPAN,61,113,B
1941vdbzlN7oVltmEKX-YLNT2321,"Normalnya, pertemuan GNB berlangsung setiap tiga tahun sekali. Negara yang pernah menjadi tuan rumah KTT GNB di antaranya Yugoslavia, Mesir, Zambia, Aljazair, Sri Lanka, Kuba, India, Zimbabwe, Indonesia, Kolombia, Afrika Selatan, dan Malaysia. Biasanya setelah mengadakan konferensi, kepala negara atau kepala pemerintahan yang menjadi tuan rumah konferensi itu akan dijadikan ketua gerakan untuk masa jabatan tiga tahun.",Bagaimana ketua KTT terpilih?,kepala negara atau kepala pemerintahan yang menjadi tuan rumah konferensi itu,SPAN,284,361,C
1172cnB3XirJLf2l_lj2h1NR3237,"Habibie meninggal dunia di RSPAD Gatot Subroto pada tanggal 11 September 2019 pukul 18.05 WIB karena gagal jantung. Sebelumnya, Habibie telah menjalani perawatan intensif sejak 1 September 2019. Sehari sebelum dimakamkan, Jenazah B.J. Habibie dibawa dari RSPAD menuju ke kediaman Habibie-Ainun di Jalan Patra Kuningan XIII Blok L15/7 No.5, kawasan Patra Kuningan untuk disemayamkan. Ia kemudian dimakamkan di samping istrinya yaitu Hasri Ainun Besari di Taman Makam Pahlawan Kalibata slot 120 pada tanggal 12 September 2019 pukul 14.00 WIB. Upacara pemakaman dihadiri oleh Presiden Republik Indonesia Joko Widodo sebagai inspektur upacara.",Pada tanggal berapa Habibie meninggal dunia?,11 September 2019,SPAN,60,77,B
2090kIQgIF1t7Ra3IASVYGL71532,"Sekitar 55.000 meter kubik batu andesit diangkut dari tambang batu dan tempat penatahan untuk membangun monumen ini. Batu ini dipotong dalam ukuran tertentu, diangkut menuju situs dan disatukan tanpa menggunakan semen. Struktur Borobudur tidak memakai semen sama sekali, melainkan sistem interlock (saling kunci) yaitu seperti balok-balok lego yang bisa menempel tanpa perekat. Batu-batu ini disatukan dengan tonjolan dan lubang yang tepat dan muat satu sama lain, serta bentuk ekor merpati yang mengunci dua blok batu. Relief dibuat di lokasi setelah struktur bangunan dan dinding rampung.",Berapakah batu andesit yang diperlukan untuk membangun candi Borobudur ?,55.000 meter kubik,SPAN,8,26,B
1202iIzasrTScRTbY9MqhVF43150,"Gerakan inilah yang banyak memberikan inspirasi terhadap gerakan politik, di samping persoalan-persoalan keagamaan. Tampaknya, para khalifah tidak sadar akan bahaya politik dari fanatisme kebangsaan dan aliran keagamaan itu, sehingga meskipun dirasakan dalam hampir semua segi kehidupan, seperti dalam kesusasteraan dan karya-karya ilmiah, mereka tidak bersungguh-sungguh menghapuskan fanatisme tersebut, bahkan ada di antara mereka yang justru melibatkan diri dalam konflik kebangsaan dan keagamaan itu.",Dalam segi apa fanatisme kebangsaan dapat dirasakan?,dalam kesusasteraan dan karya-karya ilmiah,SPAN,296,338,B
2197JYHIBfWstcD9UKgGesaP4105,"Selama era Majapahit, hampir semua komoditas dari Asia ditemukan di Jawa. Ini dikarenakan perdagangan laut ekstensif yang dilakukan oleh kerajaan Majapahit yang menggunakan berbagai jenis kapal, terutamanya jong, untuk berdagang ke tempat-tempat yang jauh. Ma Huan (penerjemah Cheng Ho) yang mengunjungi Jawa pada 1413, menyatakan bahwa pelabuhan di Jawa adalah memperdagangkan barang dan menawarkan layanan yang lebih banyak dan lebih lengkap daripada pelabuhan lain di Asia Tenggara.",Siapakah nama penerjemah Cheng Ho?,Ma Huan,SPAN,257,264,B
897WMI0gpuEb7GnEJyiH4Uz2633,"Apabila pemain melakukan pelanggaran yang cukup keras maka wasit dapat memberikan peringatan dengan kartu kuning atau kartu merah. Pertandingan akan dihentikan sesaat dan wasit menunjukkan kartu ke depan pemain yang melanggar kemudian mencatat namanya di dalam buku. Kartu kuning merupakan peringatan atas pelanggaran seperti bersikap tidak sportif, secara terus-menerus melanggar peraturan, berselisih kata-kata atau tindakan, menunda memulai kembali pertandingan, keluar-masuk pertandingan tanpa persetujuan wasit, ataupun tidak menjaga jarak dari pemain lawan yang sedang melakukan tendangan bebas atau lemparan ke dalam. Pemain yang menerima dua kartu kuning akan mendapatkan kartu merah dan keluar dari pertandingan.",Apakah konsekueknsi dari menerima kartu kuning ?,mendapatkan kartu merah dan keluar dari pertandingan,SPAN,668,720,B
1384F3UCzmVUDztYUe75gYZ8726,"Konstituante, setelah dipilih pada tahun 1955, mulai bersidang pada bulan November 1956 di Bandung, ibu kota Jawa Barat, untuk membuat UUD yang baru sesuai amanat UUDS 1950. Perdebatan, permusyawaratan, dan penulisan draf-draf UD berlangsung selama dua setengah tahun. Perdebatan isu dasar negara (terutama antara golongan yang mendukung Islam sebagai dasar negara dan golongan yang mendukung Pancasila) terjadi sangat sengit. Walaupun para pimpinan Konstituante merasa sudah lebih dari 90% materi undang-undang dasar telah disepakati, dan walaupun ada beberapa tokoh partai politik Islam yang merasa siap berkompromi, Konstituante tidak sempat menyelesaikan tugasnya.",Apa topik perdebatan yang berlangsung sangat sengit?,Perdebatan isu dasar negara,SPAN,269,296,B
1378ks8fL5T0PZyVfKqdb0iq743,"Era Demokrasi Liberal (1950–1959) yang dikenal pula dengan Era Demokrasi Parlementer adalah era ketika Presiden Soekarno memerintah menggunakan konstitusi Undang-Undang Dasar Sementara Republik Indonesia 1950. Periode ini berlangsung dari 17 Agustus 1950 (sejak pembubaran Republik Indonesia Serikat) sampai 5 Juli 1959 (keluarnya Dekret Presiden). Pada masa ini terjadi sejumlah peristiwa penting, seperti Konferensi Asia–Afrika di Bandung, pemilihan umum pertama di Indonesia dan pemilihan Konstituante, serta periode ketidakstabilan politik yang berkepanjangan, dengan tidak ada kabinet yang bertahan selama dua tahun.",Apa peristiwa yang mengakhirkan era demokrasi liberal?,keluarnya Dekret Presiden,SPAN,321,346,B
1595fYgFcFNnWFaGQLEXRtcJ1248,"Salah satu faktor yang menyebabkan lambatnya gerakan organisasi ini mungkin karena organisasi menerapkan prinsip Biar lambat asal selamat daripada hidup sebentar mati tanpa bekas” yang menganut cara hidup pohon beringin yang tumbuhnya lambat, tetapi saat tumbuh besar dapat menjadi tempat berteduh yang rindang dan kokoh. Selain faktor tersebut, gerakan lambat ini mungkin juga karena faktor anggota yang mayoritas merupakan pangreh praja yang takut bertindak.",Apakah faktor yang menyebabkan lambatnya pergerakan Budi Utomo ?,arena faktor anggota yang mayoritas merupakan pangreh praja yang takut b,SPAN,378,459,B
