id,question,answer,category,classification
2939FAcUTmMYAGquuzkjAN1d3997,Mengapa terdapat banyak korban di Bali pada awal 1966?,dianggap sebagai kubu PKI,SPAN,C
2147SEz1hmjhUpcGuddz5WUk4230,Bagaimana cara sunan kalijaga berdakwah?,menggunakan kesenian dan kebudayaan,SPAN,C
2968uPxSrxVpmS14fG-ZA4Ao3938,Apa respon Hitler atas perhatian yang diberikan kekuatan-kekuatan Eropa lainnya?,menegaskan klaim Jerman atas Sudetenland,SPAN,C
1945_7jADD_G_gdbFReCrUtY2310,Kekaisaran Utsmaniyah dipanggil dengan nama apa di Indonesia?,Ottoman,SPAN,B
1382vpjR9ETfO4vE8tz6BI31731,Mengapa Belanda membentuk Indonesia menjadi negara federal?,untuk melemahkan integrasi Indonesia sebagai negara kesatuan,SPAN,B
1604z6EFDlKj1Ika8RT3XTEm1228,Kapankah Budi Utomo bergabung dengan PBI ?,24-26 Desember 1935,SPAN,B
1592ZON_5a2-NF9DppBASPuf1255,Siapakah yang dikunjungi oleh Saleh untuk mencari biaya penyelenggaraan kongres ?,para saudari dari Raden Ajeng Kartini di Jepara,SPAN,B
2987jq09CSEi-lBZSSYtX9tj3893,Apa dampak negatif yang diterima Jerman akibat mengalihkan pasukannya ke Kiev?,momentum serangan ke Moscow hilang,SPAN,C
942M7M9hNpAspJcsRQKTuJQ573,Apa saja agenda yang dilakukan pada pagi hari di peringatan detik-detik proklamasi?,"penembakan meriam dan sirene, pengibaran bendera Sang Saka Merah Putih (Bendera Indonesia), pembacaan naskah Proklamasi, dan lain sebagainya",SPAN,C
2718CJJlT43vSkiBp7_LGjcB917,Apa nama pasukan yang dipimpin oleh Paul Emil von Lettow-Vorbeck?,Pasukan kolonial Jerman di Afrika Timur Jerman,SPAN,B
25813tM3oQb5_kWZVY_CdOzs2431,Siapa Pieter Pott?,direktur museum nasional etnologi,SPAN,B
679vpo5VTNOuK7oFLdslg8e2929,kapan Ikatan Cinta turun keposisi dua lagi setelah semi final AFF?,27 Desember 2021,SPAN,B
616OWtj6d8Wd_SHB_8cDpHD67,Siapa penulis cerita laskar pelangi?,Andrea Hirata,SPAN,A
1751kG4ZgRcpVW2reI1_s3123550,Mengapa pada 1998 Clinton dikecam oleh publik?,Skandal seks,SPAN,B
24434z3j5gm_bj0nuQ8LfJIw1910,Mengapa banyak orang yang menganggap bahasa bersifat genetis ?,merupakan bagian yang tak terpisahkan dari diri manusia,SPAN,C
25959RxG-G9wyRUK62zPUPq52402,Perebutan wilayah Palestina ditandai dengan apa?,perang Ajnadid,SPAN,B
2120iYmdxQBWrRTb5lLxyQx11447,Kapankah Belanda meanjalankan agresi militernya ?,19 Desember,SPAN,C
2673FDf451ZmX7vXALugyB1a1044,Apa prediksi pemerintah malaysia terhadap produksi minyak dan gas?,mampu menghasilkan minyak sampai 18 tahun dan gas sampai 35 tahun,SPAN,C
1196pKofKEiQ1ZBZSetE64_G3169,Bangsa apa yang mendominasi Mamluk?,bangsa Turki,SPAN,B
2093euyG67o3cVGqrsSPrCbI1525,Dimanakah museum samudra raksa terletak ?,sebelah utara Borobudur,SPAN,B
1022odDZeLWqHwQdk0LQ3Ji5348,Kapan istilah Nihon digunakan?,dalam urusan tidak resmi seperti pembicaraan sehari-hari.,SPAN,B
1804uzeMzyojontOD0RrTKB-3427,Berapa angka kelahiran rata-rata dari wanita Hispanik?,"2,35",SPAN,B
1182HI-17dsw8VRu8AKL-nGo3209,Berapa lama masa pemerintahan Abu al-Abbas?,dari tahun 750-754 M,SPAN,B
2117usIbqKfvGfEciX6sxfMh1457,Mengapa Sjafruddin digulingkan ?,mosi tidak percaya atas keterlibatannya dalam Perjanjian Renville,SPAN,C
2950gZ4P4mJPFr8zvaCPmgqF3983,Mengapa Perang Dunia II dianggap sebagai konflik paling mematikan?,memakan korban jiwa sebanyak 50 juta sampai 70 juta jiwa,SPAN,C
2233Y-YKfqTQmrCwlcADWe1n4010,Mengapa jokowi memilih ma ruf sebagai wakil presiden?,pengalamannya yang luas dalam urusan pemerintahan dan agama,SPAN,B
25182PdyMWkPXSFPNo4-wt5J1741,Kapankah Tuhan memberikan tanah Israel kepada tiga Patriark Yahudi menurut para ahli ?,milenium ke-2 SM,SPAN,B
7102gW4oVzoXhOyiAji75BJ2854,Kapan Mayjen Soeharto menjadi Panglima Kopkamtib?,3 Oktober 1965,SPAN,B
838RE46J5MX4D49kRweDkzw2516,Kapankah musim hujan dimulai pada bagian jepang selatan ?,sejak awal Mei,SPAN,C
1636U9fgDPC8e9WhnQASL0AZ1142,Berapakah pertumbuhan Singapura pada tahun 2006 ?,7.9%,SPAN,C
2966QzGzVpOocUqZIf0qxqAI3942,Bagaimana Jepang memindahkan perbatasan Jepang-Mongolia?,melalui pemaksaan,SPAN,B
24469YIw5bTHJgIQYHoHuYLz1905,Apakah arti kebudayaan menurut Andreas Eppink ?,"kebudayaan mengandung keseluruhan pengertian nilai sosial, norma sosial, ilmu pengetahuan ,serta keseluruhan struktur-struktur sosial, religius, dan lain-lain, tambahan lagi segala pernyataan intelektual, dan artistik yang menjadi ciri khas suatu masyarakat",SPAN,B
1780LA22drSP8A8UyH6kh_Zg3475,Berapa banyak peningkatan angka penahanan di AS dibandingkan pada tahun 1980 silam?,tujuh kali lipat,SPAN,B
838BwSb1yX6r8PmHfFQ_-Dk2517,Berapa lama musim hujan terjadi di daerah Honshu ?,enam minggu,SPAN,B
910WJniQOWQeZ-7hez_wycY2594,Kapankah pembubaran Partai Komunis Indonesia terjadi ?,12 Maret 1966,SPAN,B
2132yLDutcv3-EyuSrPEe_qP1414,Apakah yang dilakukan pada rumah dinas Soedirman di Yogyakarta ?,dijadikan Museum Sasmitaloka Jenderal Soedirman,SPAN,B
1834IF4cgFJT0qrx6LbC8_z03347,Siapa komposer musik klasik pertama di AS?,Charles Ives,SPAN,B
10225FLoQxnwSkdi_B5KomYG349,Kapan istilah Nippon digunakan?,"dalam urusan resmi, termasuk nama negara dalam uang Jepang, prangko, dan pertandingan olahraga internasional",SPAN,C
1515gM9MF9FMUE__r5E1YQRi1983,Apa nama singel saat NCT 127 sedang tur konser?,Wakey-Wakey,SPAN,B
2130hnFIfjAqoSjF4izSr4Sg1420,Apakah yang dilakukan taruna sebelum lulus dari akademi militer sejak 1970 ?,menelusuri kembali rute gerilya Soedirman,SPAN,B
2495cQqgzzooS13bDr8Ph6Gf1796,Apakah akibat dari pidato Musso ?,"eristiwa pemberontakan PKI di Madiun, Jawa Timur",SPAN,C
722Zb3Sw31D8-m69waDslkm2822,Kapan Konfrensi ke-23 FAO?,14 November 1985,SPAN,B
731-qietcbXc2nDy-pU2z8A2796,Kapan Presiden Soeharto bersedia turun dari jabatan?,13 Mei 1998,SPAN,C
2357bg7FTfVebD7QxLK_W3qG3738,Apa saja gelar yang diberikan kaum Quraisy kepada Nabi Muhammad SAW?,Al-Amiin yang artinya orang yang dapat dipercaya dan As-Saadiq yang artinya yang benar,SPAN,C
2358jqFEmp4cxrm3AWKZILMj3737,Siapakah leluhur Adnan yang diyakini secara umum?,Ismail bin Ibrahim,SPAN,B
2704SYrBfH1tUHa-vFcWOrAs952,Apa ciri-ciri malaikat sebagai makhluk ghaib?,"wujud Malaikat tidak dapat dilihat, didengar, diraba, dicium dan dirasakan oleh manusia",SPAN,C
635Jf_-DqbwtcPrT7rU-Jws10,Kata apakah yang akhirnya dipilih pada teks proklamasi?,pemindahan kekuasaan,SPAN,B
2736DC0e2KjXgGVcPZ2WLIxz866,Siapa pemimpin dari 670.000 tentara?,Jenderal Franchet d Esperey,SPAN,C
1540m7KtQ8W37yFZzUzVcX5F1393,Siapakah nama paman Mohammad Hatta yang diusulkan untuk belajar di Mesir menggantikan mohammad Hatta ?,Idris,SPAN,C
1025ZadbOp7BrFP2karwsuNA339,Pada zaman apa terdapat peralatan bebatuan yang telah dipoles?,Zaman Paleolitik Jepang,SPAN,C
610cgbbYUhEHZ0pSu_hj0IX83,Apa yang menyebabkan musik dangdut Indonesia berbeda dengan musik tradisional Melayu yang lainnya?,dipengaruhi oleh musik India,SPAN,B
2133l3pjWfCkZZOCX5jvmzSB1412,Apakah organisasi selain taliban yang mengkliam sebagai pemerintah sah Afganistan ?,Republik,SPAN,A
708039C_1LOgHzr9Hb6yAEm2860,Ke kota apa Soeharto dipindahkan?,Bandung,SPAN,C
898Q-3kYtPG_vXcdvoFxJxW2632,Apakah sanksi yang diterima pemain bila melakukan kekerasan ?,kartu merah,SPAN,B
2076slcCeUs4SSiwZVjyC4u81573,Mengapa Borobudur kembali menarik perhatian pemerintah Hindia Belanda pada 1885 ?,"Yzerman, Ketua Masyarakat Arkeologi di Yogyakarta, menemukan kaki tersembunyi",SPAN,C
2992gMiCk1Qhs-vDl8gSC9lR3880,Mengapa Jepang ingin merebut koloni Eropa di Asia?,untuk menciptakan perimeter defensif besar yang membentang hingga Pasifik Tengah,SPAN,C
571i8l4_77Uat7tpf7uzj1X195,Kelompok manakah yang diperkirakan sangat terpengaruh oleh perubahan iklim?,Penduduk prasejahter,SPAN,B
1575ppfrAxMc-4L7Tua7RW2i1304,dimanakah sumpah pemuda terjadi ?,di Batavia,SPAN,B
540gS6PWvy11E_WySWDzeHa288,Apa yang diperingati bangsa Indonesia pada tanggal 1 Oktober?,Hari Kesaktian Pancasila,SPAN,C
877wqSp0Rkg0hf-ytTtfQ252682,Apakah tujuan dari menggiring bola rendah ?,untuk melindungi bola dari jangkauan lawan,SPAN,B
11609Jmtcj6mL4_qZoKMrsvu3270,Apakah jabatan B.J. Habibie sebelum menjabat sebagai Presiden Republik Indonesia?,Wakil Presiden Republik Indonesia ke-7,SPAN,B
1502t95YZwb3DBEc50kzbs112019,Berapa total anggota NCT?,23 anggota,SPAN,B
25923M2ou7gOwnwBwtqHq_Ei2411,Apa nama ibukota kerjaan Yahuda?,Al Quds,SPAN,B
210122hc2gtQAt4eeAx88Upu1503,Apakah kata penyusun kata bhinneka ?,kata bhinna dan ika,SPAN,A
875rKE1xYgnsy1BcrIiDIQI2686,Bagaimanakah posisi jari-jari saat memegang bola basket ?,melekat pada bola,SPAN,B
15234HN9qI_Z1BT9PU4i4eXx1965,Kapan Yuta bergabung di program Abnormal Summit?,Juli 2015,SPAN,B
896q9fkwlNTB-uLIhW50gpL2638,Sistem apakah yang memenangkan tim yang memimpin pada akhir perpanjangan waktu pertama ?,gol emas,SPAN,C
628oWPCunaZPZ7dsBtbV11P30,Dimanakah rumah Laksamana Muda Maeda?,Jalan Medan Merdeka Utara,SPAN,B
1998tYHxV4GeHjIVsXiSo8Hr2211,Berapa populasi Salonica pada tahun 1912?,160.000,SPAN,B
2692_fbTsXXpwP0opcAgOaVe986,Di mana suku iban tinggal saat ini?,di perkampungan hutan tradisional di dalam rumah panjang di sepanjang Sungai Rajang dan Lupar,SPAN,C
1426bEr-N4c6lQoKgO9HYKbw611,Apa nama salah satu kerajaan kuno malaysia?,Langkasuka,SPAN,B
642t90xpp6PDsZFZ-bpxEez3028,Kapan Soeharto turun jabatan dari presiden?,21 Mei 1998,SPAN,B
2395o2IF67yRoSD5xGlszZGz3659,Apa yang dimaksud dengan surah Madaniyah?,surah-surah yang turun setelahnya tergolong sebagai surah Madaniyah,SPAN,C
2375wXJbyJnkzdso878KLwWJ3699,Bagaimana penyebaran agama Islam dilakukan?,melalui perdagangan,SPAN,B
2037xYCP17QpdbpzHpni7UrG2140,Siapa saja ulama yang mendukung?,"Kiai Imam Rafi l (Bagelen), Kiai Imam Nawawi (Ngluning Purwokerto), Kiai Hasan Basori (Banyumas)",SPAN,A
1362BPgQJxJaOhV-CP2tGeBk786,Apa yang diperintah FDR Kediri kepada FDR di Madiun?,melucuti senjata para agitator di Madiun,SPAN,C
2045T8nQX2uFT71OR7C-6Sjj1661,Berapakah tingkat kelahiran Singapura pada tahun 2008 ?,"1,28 anak setiap wanita",SPAN,C
538gLSK6-g0JoLk6sK3uauP2,Siapa tuhan umat Islam?,Allah,SPAN,A
2427_8TqCgsX9NP5483T0_Hi3601,Berapa total jenderal yang dibunuh dalam upaya kudeta pada 1 Oktober 1965?,enam,SPAN,B
1630NLRyBDonlo1Mtz-Tmltq1157,Apa sajakah tugas menteri pertahanan Singapura?,"mengawasi Angkatan Darat Singapura, Angkatan Laut Republik Singapura, dan Angkatan Udara Republik Singapura",SPAN,A
619ettAV35JO9WyPjBmVuTZ57,Berapa banyak surah yang terkandung dalam Al-Qur'an?,114 surah,SPAN,A
601rUHFULW3zIx3841qHZyq107,Berapa persentase masyarakat yang menyelesaikan pendidikan tinggi pada tahun 2018?,36%,SPAN,B
1350m8tnshnQY1-SX1xaVUVD822,Apa yang menyebabkan Peristiwa Madiun berakhir?,sebagian besar pemimpin dan anggota FDR ditahan dan dieksekus,SPAN,C
1419tOWt7I089hJ4HUoPR6EI630,Siapa saja nama tokoh perempuan selain kartini?,"Cut Nyak Dhien, Martha Christina Tiahahu, Dewi Sartika",SPAN,C
2096OjLZieUfMFEgNMVotx4Z1517,Apakah yang dilambangkan kelima mudra ?,lima Dhyani Buddha,SPAN,B
2483xn8QuuA6OqhzaYPTxh7I1820,Dimanakah KTT ke-1 ASEAN-India dilaksanakan ?,"Phnom Penh, Kamboja",SPAN,B
9414p2IRYym1X7K4lS0j_Q5578,Di manakan lokasi pembangunan pemancar radio yang baru?,di Menteng 31,SPAN,C
981M9FKIWHSyh9UYiLsHR3E456,Kapan pidato Nawaksara dibacakan?,22 Juni 1966,SPAN,B
2578Ix0kGXjoeJXUfAshA75j2438,Seberapa tebal Babad Dipanagara?,1.170 halaman folio,SPAN,B
1967cSyL4AQ5Xz3yJ6hC4cWu2259,Kapan jalur kabel telegraf pertama di dunia dipasang?,9 Agustus 1847,SPAN,B
895GTgHWgOsJfWGzfuk0cBw2641,Apakah yang dilakukan bila terjadi skor imbang pada permainan sepak bola ?,perpanjangan waktu selama 2 X 15 menit,SPAN,C
21282Cr-35xm2wBqUSJkqXMj1426,Dimanakah Soedirman wafat ?,di Magelang,SPAN,C
1781v4O_2XdfE6Nu9HHNiBxe3470,Mengapa tidak ada eksekusi mati di AS pada tahun 1967-1977?,Mahkamah Agung saat itu menolak penggunaan hukuman mati,SPAN,C
2455Z_NA0qrNdsEcFeJPnpVS1886,Apakah sistem kepercayaan sekuler di China yang dikembangkan Mao Zedong ?,filosofi komunisme,SPAN,A
1975vLuOp8gEBc7-d27D_PJt2244,Jelaskan tentang Tata negara Kesultanan Utsmaniyah,"sistem yang sangat sederhana dan terbagi menjadi dua dimensi utama, pemerintahan militer dan pemerintahan sipil",SPAN,C
1020shbJqszE6Dwd0s9ufDFH354,Apa peraturan yang mengatakan bahwa Jepang adalah negara monarki konstitusional?,Konstitusi Jepang tahun 1947,SPAN,B
15611Xd1lIWLRyaQ6bXEMZ0W1333,Apakah yang dilakukan Bung Hatta sehingga KNIP menerima perjanjian LInggajati ?,"Bung Hatta amat gigih bahkan dengan nada sangat marah, menyelamatkan Republik dengan mempertahankan naskah Linggarjati",SPAN,C
2124hG4KLqALJOOHr-3PHVOG1436,Dimanakah markas gerilya Soedirman ?,Sobo,SPAN,B
1826l7UVGsNPZHXbgRIPoIUx3372,Berapa lama rata-rata warga AS mendengarkan radio?,lebih dari dua setengah jam per hari,SPAN,B
695h31kCvASR0Z5l5aivqQt2887,majalah apa yang membuat heboh tentang Soeharto?,POP,SPAN,B
2442Qnq15H_ylz9SkgCBZcsE1914,Apakah nama anak perusahaan toba sejahtera grup dibidang perkebunan ?,PT Trisena Agro Sejahtera dan PT Adimitra Lestari,SPAN,B
667rAHXuSUPsljQVxvIq2TT2957,apa tugas dari pemain Spiker?,untuk memukul bola agar jatuh di daerah pertahanan lawan,SPAN,B
25604fSMJJe0iDDONhUpmjzE2469,kapan terjadinya perubahan strategi Hindia Belanda?,Gubernur Jenderal De Kock diangkat menjadi panglima seluruh Hindia Belanda tahun 1827,SPAN,C
2565Fka6oc0BTYJ567R8eShz2459,Siapa saja yang mendampingi Jendral De Kock ketika bertemu Pangeran Diponegoro?,"Residen Kedu Valck, Letkol Roest (perwira De Kock), Mayor F.V.H.A de Stuers, dan penerjemah bahasa Jawa, Kapten J.J Roefs",SPAN,C
2670Y-kuxlKLxN5SPIlGPfw91052,Apa yang menjadi barang ekspor utama malaysia sebelum minyak sawit?,Karet,SPAN,B
2102F8JjzM2uHi5C1tuhbTZe1501,Kapankah uang kertas memuat muka Soedirman ?,keluaran 1968,SPAN,C
90097rrJhPCLDwMjGcQ2QA22626,Siapakah yang bertugas untuk memeriksa pergantian pemain pada pertandingan sepak bola ?,Petugas terakhir,SPAN,B
2722im-NxxsEP4XILd22CljL906,Pada tanggal berapa Selandia Baru menguasai Samoa Jerman?,30 Agustus 1914,SPAN,B
2945mpQYcMGssA5i-bw5sX4T3986,Siapakah korban tragedi kemanusiaan 1965 yang turut hadir dalam peringatan 40 tahun tragedi tersebut?,"Setiadi, Murad Aidit, Haryo Sasongko, dan Putmainah",SPAN,B
25220uEQpWctQitEMppCz0oB1729,Kapankah Aliyah kelima berlangsung ?,1929-1939,SPAN,B
2450fAZnmnJBsF5ajCmgyFSm1894,Apakah yang dimaksud dengan organisasi ?,"perkumpulan sosial yang dibentuk oleh masyarakat, baik yang berbadan hukum maupun yang tidak berbadan hukum, yang berfungsi sebagai sarana partisipasi masyarakat dalam pembangunan bangsa dan negara",SPAN,A
2521zNHb6afBjfIeBZ-paiLV1731,Siapakah orang Yahudi yang pertama kali mendirikan gerakan politik Zionisme ?,Theodor Herzl,SPAN,B
1029D_VXSqeEcmujQynOF_FN329,Siapa yang menggantikan Nobunaga?,Toyotomi Hideyoshi,SPAN,A
21895ri-SgzvCYbZU84umbJD4125,Apa judul buku yang ditulis oleh Ordo Fransiskan?,Perjalanan Pendeta Odorico da Pordenone,SPAN,B
2653htyng3Z_tsonlTCkn_QC1100,Apa saja komoditas yang dihasilkan oleh malaya?,"timah, karet, dan minyak sawit",SPAN,B
1521m0vIxCtc6C0q4fZ4bmW21970,Dengan siapa Johnny menjadi penyiar acara radio?,Jaehyun,SPAN,B
1616tJD99SBv5x6A67wD89lO1190,Siapakah yang memenangkan Pemilu Singapura pada 30 Mei 1959 ?,Partai Aksi Rakyat,SPAN,B
957C6c8UBXNxelvZ_YavK28530,Apa anjuran yang diberikan soekarno sehingga terjadi perdebatan sengit?,"menganjurkan agar surat kabar Jong Java diterbitkan dalam bahasa Melayu saja, dan bukan dalam bahasa Belanda.",SPAN,C
541b8Dh-FxM3PgziNCUUuUq285,"Berdasarkan riset psikologis, dampak apakah yang diperoleh dari identitas religius?",menguatkan keber-Pancasila-an,SPAN,B
2393t0babHd-BI0al0kqRL4Z3662,Disebut apakah 30 bagian yang membagi Al-Qur'an?,juz,SPAN,B
951QRsnzHPzlTm1kJw2YlVa548,Darimanakah nama Soekarno diambil?,dari seorang panglima perang dalam kisah Bharata Yudha yaitu Karna.,SPAN,C
1400uU3CM_7LdMUuWkvkQxxM687,Apa peran presiden yang ditekankan oleh kabinet natsir?,hanya sebagai lambang saja,SPAN,B
2593NhMXH8FIz_rRIuHg7cJ32407,Siapa yang mengalahkan Kerajaan Yahuda?,orang-orang Babilonia di bawah kepemimpinan Nebukadnezar,SPAN,B
2124d8CiYUpjOQQmj4tL4X0v1437,Siapakah yang berperan menjadi perantara antara Soedirman dan pimpinan TNI lainnya ?,Letnan Kolonel Wiliater Hutagalung,SPAN,B
15886mL2IQG8B6jETUgnOHZc1268,Kapankah budi Utomo berdiri ?,20 Mei 1908,SPAN,A
2969xxQHUKBzQcM9DNUcN--Q3934,Apa inti dari Pakta Molotov-Ribbentrop?,perjanjian non-agresi dengan satu protokol rahasia,SPAN,C
646OD5224k55Wh4kR-RsWPl3016,youtube memakai tekonologi apa untuk berbagi video?,Adobe Flash Video dan HTML5,SPAN,B
1835xWOwAfgrbHJnPbJjkinW3346,Siapa yang mengonsumsi makanan tradisional Amerika?,penduduk asli Amerika dan pemukim awal bangsa Eropa,SPAN,B
909gtca-lnTfb7i_Tj-phi82597,Apakah nama surat perintah Presiden Soekarno kepada Letnan Jenderal Soeharto ?,Surat Perintah 11 Maret 1966 atau Supers,SPAN,C
998p1ztLXm5gKJajkvwEEjf414,Bagaimana warga negara dapat berpartisipasi dalam demokrasi?,secara langsung atau melalui perwakilan,SPAN,C
10361heR9e1kTvvo1NiiW5Ae307,Apa yang menyebabkan tsunami?,Gempa bumi yang merusak,SPAN,C
2154hgnNDJMyC_N1LGBLoIru4213,Bagaimana pengakuan yang diberikan kepada buku-buku Martin van Bruinessen?,sangat detail dan banyak dijadikan referensi,SPAN,C
1190LpUYusZ3T7nqZ3kXM3uR3185,Berapa banyak metode dalam bidang tafsir?,dua metode,SPAN,B
1387oQz4cxlHhwF5gpvX_8s_718,Mengapa kabinet Natsir terhenti pada tahun 1951?,adanya mosi tidak percaya dari PNI,SPAN,C
2123JgqxRVRAg0ZSNs3_HwHe1439,Siapakah yang memakai pakaian soedirman untuk mengecoh Belanda ?,Letnan Heru Kesser,SPAN,B
600dYBRrC6h4LjypO5PySt6109,Bagaimana pandangan orang Indonesia terhadap agama?,hal yang esensial dan bagian integral dari kehidupan,SPAN,A
916dKMXGoacskOpfFfF3fl32576,Berapakah pertumbuhan ekonomi Indonesia setelah proyek repelita I ?,"6,7% per tahun",SPAN,B
2523rTR1vV07WZ0GNJ4Wu_DS1724,Kapankah Israel merdeka ?,14 Mei 1948,SPAN,A
1027ZkSa0ea9HAzRy_8T4y3g334,Kapan Jepang meniru praktik pemerintahan Tiongkok?,Pada zaman Nara,SPAN,C
96007jxuZq6dQmJdVZtpl44519,Siapa tokoh yang menganggap jepang adalah fasis yang berbahaya?,Sutan Syahrir dan Amir Sjarifuddin,SPAN,B
2356NFxPDl9UkBBLyPHbKrvJ3742,Apa nama lain Nabi Muhammad yang berarti terpuji?,Ahmad,SPAN,B
547tG9ZeRqXvJLYthNWsLap269,Danau toba sejatinya terbentuk dari apa?,Gunung Toba,SPAN,B
2701_eTSfG0kbk-njomBcNgv960,Dari bahasa apa kata malaikat berasal?,bahasa Arab,SPAN,B
934hLc2W0dI5ExU1xikzEH42530,Apakah sasaran Pelita I?,"pangan, sandang, perbaikan prasarana perumahan rakyat, perluasan lapangan kerja, dan kesejahteraan rohani",SPAN,C
2575f4mugcu2JQoWTywMsU6P2446,Pada tahun berapa Diponegoro dipindahkan ke Makassar?,1833,SPAN,B
604mQQLLhcNi8N9nxflPiAk100,Cerita apakah yang ditampilkan dalam pertunjukan wayang?,kejadian mitologis Hindu Ramayana dan Baratayuda,SPAN,A
23807v22XvrUQTol7Th3lJWE3686,Mengapa seluruh ancaman dari penguasa Mekkah dapat diatasi umat Islam dengan mudah?,umat Islam yang saat itu telah bersatu di Madinah,SPAN,C
2458nO0QxOBFA2uGin02ZUeR1877,Apakah syarat gereja katolik dapat menikahkan kembali seseorang yang tercerai ?,bercerai karena salah satu pasangannya telah dipanggil ke hadapan Tuhan,SPAN,C
725fIuqkG2FAMAMrRV2o_q72815,Pada tanggal berapa Presiden Soeharto lahir?,8 Juni 1989,SPAN,A
6907GyyauVbz0gBDeg6Ql0l2899,Siapa Soeharto sebelum menjadi presiden?,pemimpin militer pada masa Hindia Belanda dan Kekaisaran Jepang,SPAN,A
25163F-nTR5MBd30RtLg31GT1746,Siapakah kepala pemerintahan Israel ?,Perdana Menteri,SPAN,A
2959dC6Am4UskyZMHV9xE3WU3961,Apa jabatan yang diraih Hitler pada tahun 1933?,Kanselir Jerman,SPAN,A
2093f84OlebSpPLq7CIoCbc51523,Apakah yang dapat dipelajari dari relief candi Borobudur ?,kehidupan masa lampau di Jawa kuno dan Nusantara abad ke-8 dan ke-9,SPAN,C
1958hcGziYoVonuuIdReU0Lj2279,Pada tahun berapa Pengepungan Malta terjadi?,1565,SPAN,A
2604w8Y2Cl6uiR5M0-ejmWMM2384,Siapa wakil presiden SBY?,Muhammad Jusuf Kalla,SPAN,C
614qvZZNRxxpBg3ucW1nsPI73,Apa bahan dasar kue-kue tradisional pada umumnya?,"beras, ketan, ubi kayu, ubi jalar, terigu, atau sagu",SPAN,B
2402MAhKxnMmLtfOdk-08LTn3642,Siapakah yang diperintahkan Utsman untuk menyalin dan memperbanyak mushaf?,Zaid bin Tsabit Al-Anshari dan tiga orang Quraish,SPAN,B
2694ltreEVbPipuuO8jQ7qct982,Apa pekerjaan migran India-Malaysia ketika pertama kali tiba?,"pedagang, guru, atau tenaga ahli lainnya",SPAN,C
2961bLOhNS6f8RK3mV6jOtYf3955,Bagaimana cara Hitler menolak Perjanjian Versailles dan Locarno?,meremiliterisasi Rhineland,SPAN,B
1389Ypbz0yiTxHj8sdg8Dd-O714,Dimanakah pemberontakan daud beureuh terjadi?,Aceh,SPAN,A
2168J5OIY9_0JcjpUFtF-s8j4178,Apa yang dilakukan Pangeran Kerthabumi pada tahun 1468?,memberontak terhadap Singhawikramawardhana dan mengangkat dirinya sebagai raja Majapahit,SPAN,B
1415PPveKUVTi5av3Jj0lvQX641,Bagaimana sikap sahabat kartini terhadap keinginan kartini untuk belajar di eropa?,mendukung dan berupaya mewujudkan keinginan Kartini tersebut,SPAN,C
1235ppKKbTr1utemwebxmtLB3054,Siapakah presiden yang membeli Louisiana dari Perancis?,Presiden Thomas Jefferson,SPAN,C
1144QjbX5t9wSPKKpoQzUqIM3317,Perintah apa yang diberikan oleh Soeharto kepada pasukan Indonesia?,untuk memasuki bekas koloni Portugal Timor Timur,SPAN,A
663-xYs0_yfqwh5e1vCCBW72968,apa yang berbeda YouTube versi lokal Turki?,mematuhi peraturan konten yang tercantum di hukum Turki,SPAN,B
3019slRZYA_GgPxTKTEzhFb_3818,Apa sebutan bagi pasukan tempur Jepang terbesar pada masa perang?,Angkatan Darat Kwantung,SPAN,B
1634rEU-bIULINidGaTwrGNb1146,Apakah yang dikirim Singapura ke Chinook pada september 2005 ?,tiga helikopter CH-47,SPAN,B
2100nzSjCMDd--9Fj7a4NWfz1507,Apakah kabupaten yang menampilkan gambar Borobudur pada lambang daerahnya ?,Magelang,SPAN,A
631qBhc6tNC5x4jMUP590HD21,Siapakah yang menandatangani teks proklamasi?,oekarno dan H,SPAN,A
1542SShgTHmccjRMIaq5sxCR1387,Apakah konsekuensi dari menjabatnya Hatta sebagai ketua Perhimpunan Indonesia ?,terlambat menyelesaikan studi,SPAN,C
622nAKi4as7dtc8Z9eTpkdT49,Sebutkan beberapa contoh sifat surah-surah Al-Quran,"Faatihatul Kitaab, Ummul Kitaab ,As-Sabul Matsani , Al-Ikhlas, dan Nisabatur Rabbi",SPAN,C
973wD6IGiEh8Dy46Roludyx481,Siapa nama ketua DPR GR?,KH Zainul Arifin,SPAN,C
623AhTszwVETU0JVBzClsCl45,"Menurut tahun Jepang, tahun berapa Indonesia merdeka?",2605,SPAN,C
2122TwBF08fbVn83IOLPGXJ51444,Kemanakah Soedirman setelah dari Trenggalek ?,Kediri,SPAN,B
2569SVBHC-JT-ZpiERWOXHiR2453,Pada tanggal berapa Raden Saleh menunjukan lukisannya?,12 Maret 1857,SPAN,B
2198b7QHTaEci9ZiP8Jgg9Gb4101,Apa itu bhattara saptaprabhu?,dewan pertimbangan kerajaan yang anggotanya para sanak saudara raja,SPAN,B
1402m18_1bIWy0g2aRhM2xVK679,Mengapa NU mencabut semua menteri mereka dari kabinet?,konflik antara PNI dan NU,SPAN,B
729ocp-SA5gFg2mOHOi_9bT2803,Pada tanggal berapa Indonesia meminta bantuan IMF dan World Bank?,8 Oktober 1997,SPAN,B
1424eyzMoP7NlT7lLHg-CSKt615,Apa yang terjadi pada singapura setelah dikeluarkan dari malaysia?,menjadi negara merdeka yang bernama Republik Singapura,SPAN,B
